pmid,articlepubdate,articletype,pmidsrcs,meshheadings,meshsubheadings,meshcodes,cids,sids,articletitle,articleabstract,articlejourname,articleauth,articleaffil,citation,dois,annotation
28137532,20170201,review,mesh,"Adult,Cordyceps,Graft Rejection,Humans,Immunosuppressive Agents,Kidney Transplantation,Medicine, Chinese Traditional,Middle Aged","adverse effects,chemistry,drug therapy,methods,pharmacology","D006084 Q000188 NY,D007166 Q000494 NY,D007166 Q000737 NN,D008516 Q000379 NN,D016030 Q000009 NY,D032661 Q000737 NY",NULL,NULL,Efficacy of Cordyceps sinensis as an adjunctive treatment in kidney transplant patients: A systematic-review and meta-analysis,"OBJECTIVES: Cordyceps sinensis (cordyceps) is a fungus used in traditional Chinese medicine as adjuvant immunosuppressive agent in patients with kidney transplant. This review evaluates current evidence on the efficacy and safety of natural and fermented cordyceps preparations in patients with kidney transplant. METHODS: English and Chinese electronic databases including The Cochrane Central Register of Controlled Trials, EMBASE, MEDLINE, and CNKI (China National Knowledge Infrastructure) were searched up t",Complementary therapies in medicine,"Bee Yean Ong, Zoriah Aziz","Department of Pharmacy, Faculty of Medicine, University of Malaya, 50603 Kuala Lumpur, Malaysia. Electronic address: ongbeeyean@siswa.um.edu.my. Department of Pharmacy, Faculty of Medicine, University of Malaya, 50603 Kuala Lumpur, Malaysia. Electronic address: zoriah@um.edu.my.",2017 Feb; 30(?):84-92,10.1016/j.ctim.2016.12.007,NULL
31090319,20190401,article,mesh,"Cordyceps,Fermentation,Medicine, Chinese Traditional,Particle Size,Powders,Wettability",NULL,NULL,NULL,NULL,[Improving hygroscopicity of fermented Cordyceps powder based on particle design technology of traditional Chinese medicine],"Commonly used dosage forms of fermented Cordyceps powder products are capsules and tablets. The hygroscopicity of the powder,as one of the important parameters in the tableting process,has important effects on the tabletting process of the tablets. How to improve the hygroscopicity of powder is of great significance for the development of new composite particles. Therefore,particle design technology was used in this study to prepare composite particle powder,and its hygroscopicity was compared with fermente",Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,"Li-Hua Chen, Tian-Nyu Shi, Yao Wu, Yong-Mei Guan","Key Laboratory for Modern Preparation of Traditional Chinese Medicine,Ministry of Education,Jiangxi University of Traditional Chinese Medicine Nanchang 330004,China.",2019 Apr; 44(8):1558-1563,10.19540/j.cnki.cjcmm.20190116.004,NULL
15884824,20050518,article,mesh,"Cordyceps,DNA, Fungal,DNA, Ribosomal,Herbal Medicine,Phylogeny,Polymerase Chain Reaction,Polymorphism, Single-Stranded Conformational,RNA, Ribosomal, 5.8S","analysis,classification,genetics,isolation & purification","D004271 Q000032 NN,D004275 Q000032 NN,D012340 Q000235 NN,D032661 Q000145 NY,D032661 Q000235 NY,D032661 Q000302 NN",NULL,NULL,Identification of Chinese medicinal fungus Cordyceps sinensis by PCR-single-stranded conformation polymorphism and phylogenetic relationship,"Fungi belonging to the Cordyceps species have long been used as food and herbal medicines in Asia and are especially popular as commercially available powdered supplements. Despite this acceptance and use, little is known of the phylogenetic relationships of the genus. Presently, the neighbor-joining method based on the ITS1, 5.8S rRNA, and ITS2 regions was used to construct a phylogenetic tree of 17 Cordyceps isolates. Five major groups were evident. Cordyceps sinensis was less closely related to 15 Cordyc",Journal of agricultural and food chemistry,"Hsiao-Che Kuo, Yong-Lin Su, Huey-Lang Yang, Tzong-Yueh Chen","Institute of Biotechnology, National Cheng Kung University, Tainan 701, Taiwan.",2005 May; 53(10):3963-8,10.1021/jf0482562,NULL
17634040,20070301,article,mesh,"Apoptosis,Cell Line, Tumor,Cell Proliferation,Colonic Neoplasms,Cordyceps,Humans,I-kappa B Proteins,NF-KappaB Inhibitor alpha,NF-kappa B,Tumor Necrosis Factor-alpha","chemistry,drug effects,metabolism,pathology","D003110 Q000378 NN,D003110 Q000473 NY,D017209 Q000187 NN,D032661 Q000737 NY,D049109 Q000187 NY",NULL,NULL,[Inhibitory effects of cordyceps extract on growth of colon cancer cells],OBJECTIVE: To observe the inhibiting effect of Cordyceps extract on the growth of colon cancer cell lines in vitro and its mechanism. METHODS: MTT assay was used to evaluate the inhibiting effect of Cordyceps extract on the proliferation of colon cancer cells. Report Gene was used to evaluate the relative NF-kappaB activity of the SW480 cells which were transfectd by pNF-kappaB-TA-Luc report gene. Western blot analysis was used to evaluate the content of IkappaBalpha in SW480 cells. RESULTS: Cordyceps extra,Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials,"Hao Huang, Hang Wang, Rong-cheng Luo","Cancer Center, Nanfang Hospital, Southern Medical University, Guangzhou 510515, China.",2007 Mar; 30(3):310-3,NULL,NULL
23488776,20130401,review,mesh,"Animals,Cordyceps,Drug Discovery,Ethnopharmacology,Humans,Medicine, Chinese Traditional",metabolism,D032661 Q000378 NY,NULL,NULL,The genus Cordyceps: a chemical and pharmacological review,"OBJECTIVES: Natural remedies are becoming increasingly popular and important in the public and scientific communities. Historically, natural remedies have been shown to present interesting biological and pharmacological activity and are used as chemotherapeutic agents. For centuries Cordyceps, which is a genus of more than 400 species in the family Clavicipitaceae, has been used in traditional Chinese medicine. This study highlights the chemistry and pharmacology of Cordyceps, especially Cordyceps sinensis ",The Journal of pharmacy and pharmacology,"Kai Yue, Meng Ye, Zuji Zhou, Wen Sun, Xiao Lin","College of Forestry, Sichuan Agricultural University, Ya'an, China.",2013 Apr; 65(4):474-93,10.1111/j.2042-7158.2012.01601.x,NULL
19806897,20090601,article,mesh,"Biological Products,Calorimetry,Cordyceps,Escherichia coli,Microchemistry,Mycelium","drug effects,growth & development,methods,pharmacology","D001688 Q000494 NY,D002151 Q000379 NN,D004926 Q000187 NY,D004926 Q000254 NY,D008832 Q000379 NN",NULL,NULL,[Investigation of metabolic action of Cordyceps sinensis and its cultured mycelia on Escherichia coli by microcalorimetry],"This study is to investigate the effect of Cordyceps sinensis and its cultured mycelia on growth and metabolism of Escherichia coli, and microcalorimetric method was carried out to evaluate its biological activity. The study will provide the basis for the quality control of Cordyceps sinensis. Experimental result will show the effect of natural Cordyceps sinensis and its cultured mycelia on growth and metabolism of Escherichia coli, with index of P(1max) and effective rate (E) by microcalorimetry, the data ",Yao xue xue bao = Acta pharmaceutica Sinica,"Dan-Lei Zhou, Dan Yan, Bao-Cai Li, Yan-Shu Wu, Xiao-He Xiao","China Military Institute of Chinese Materia Medica, 302 Military Hospital of China, Beijing 100039, China.",2009 Jun; 44(6):640-4,NULL,NULL
24231073,20140101,article,mesh,"3T3-L1 Cells,Animals,Cordyceps,Dietary Fats,Drug Administration Schedule,Lipid Metabolism,Male,Mice,Mice, Inbred C57BL,Obesity,Plant Extracts","administration & dosage,adverse effects,chemistry,drug therapy,metabolism,pharmacology","D004041 Q000008 NN,D004041 Q000009 NY,D009765 Q000188 NY,D009765 Q000378 NN,D010936 Q000494 NY,D010936 Q000737 NN,D032661 Q000737 NY",NULL,NULL,Effect of Cordyceps militaris extract and active constituents on metabolic parameters of obesity induced by high-fat diet in C58BL/6J mice,"ETHNOPHARMACOLOGICAL RELEVANCE: Cordyceps species which is well-known as 'winter worm summer grass' has long been used as tonics and stimulants to enhance energy, exhibiting a potential for energy metabolism. Clinical trials have suggested their beneficial effect on lipid metabolic disorders such as hyperlipidemia. MATERIALS AND METHODS: The effect of Cordyceps militaris on metabolic parameters was investigated using C58BL/6J mice induced by high-fat diet (HFD). The effect was first determined by assessing ",Journal of ethnopharmacology,"Seon Beom Kim, Byeongwoo Ahn, Myounghwan Kim, Hyeong-Jin Ji, Sang-Kyung Shin, In Pyo Hong, Chul Young Kim, Bang Yeon Hwang, Mi Kyeong Lee","College of Pharmacy, Chungbuk National University, Cheongju, Chungbuk 361-763, Republic of Korea. Laboratory Animal Research Center, Chungbuk National University, Cheongju, Chungbuk 361-763, Republic of Korea. National Academy of Agricultural Science, Suwon, Gyunggi 441-707, Republic of Korea. College of Pharmacy, Hanyang University, Ansan, Kyeonggi 426-791, Republic of Korea. College of Pharmacy, Chungbuk National University, Cheongju, Chungbuk 361-763, Republic of Korea. Electronic address: mklee@chungbuk",2014; 151(1):478-84,10.1016/j.jep.2013.10.064,NULL
28905604,20160701,article,mesh,"Adenosine,Cells, Cultured,Cordyceps,Deoxyadenosines,Fibroblasts,Fibrosis,Humans,Transforming Growth Factor beta1,Uridine","chemistry,drug effects,pharmacology","D000241 Q000494 NN,D003839 Q000494 NN,D005347 Q000187 NY,D014529 Q000494 NN,D032661 Q000737 NY","6029,6303,60961",NULL,[Study on characteristic spectrum of ingredients from different species Cordyceps and its anti-fibrotic activity on human embryonic fibroblasts],"In this study, 10 samples of parasites, cursive, and the whole from six different species of Cordyceps were determined and compared by HPLC and LC-MS methods. Uridine, adenosine, and cordycepin were selected as the main evaluation index. The anti-fibrotic activity of different species Cordyceps extracts was observed using in vitro TGF-β1-induced ECM accumulation in human embryonic fibroblasts CCC-ESF-1. The results demonstrated that the number of atoms and hyphae ingredients of different species showed litt",Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,"Nan Si, Bo Peng, Hai-Yu Zhao, Hong-Jie Wang, Jian Yang, Jian-Rong Li, Wei Sun, Bao-Lin Bian","Institute of Chinese Materia Medica, China Academy of Chinese Medical Sciences, Beijing 100700, China.",2016 Jul; 41(14):2669-2674,10.4268/cjcmm20161417,NULL
15530501,20041210,article,"xref,mesh","Adenosine Triphosphate,Administration, Oral,Animals,Cell Proliferation,Cells, Cultured,Concanavalin A,Cordyceps,Dose-Response Relationship, Drug,Drug Combinations,Drugs, Chinese Herbal,Electron Transport,Female,Heart,Interleukin-2,Mice,Mice, Inbred BALB C,Mitochondria, Heart,Myocardium,Spleen,Yin-Yang","administration & dosage,biosynthesis,chemistry,cytology,drug effects,enzymology,metabolism,pharmacology","D000255 Q000096 NN,D003208 Q000494 NN,D004365 Q000008 NN,D004365 Q000494 NY,D006321 Q000187 NY,D007376 Q000378 NN,D008929 Q000187 NN,D008929 Q000378 NN,D009206 Q000201 NN,D013154 Q000166 NN,D013154 Q000187 NY,D013154 Q000378 NN,D032661 Q000737 NY,D049109 Q000187 NN","5957,15126,124341,5461108,18666496,129660564",129915080,"Pharmacological basis of 'Yin-nourishing' and 'Yang-invigorating' actions of Cordyceps, a Chinese tonifying herb","Cordyceps sinensis (Berk.) Sacc. (Cordyceps), a popular Chinese tonifying herb, was revered for being both 'Yin-nourishing' and 'Yang-invigorating' in Chinese medicine. In order to establish the pharmacological basis for the 'Yin-nourishing' and 'Yang-invigorating' action of Cordyceps, the effects of wild and cultured Cordyceps on concanavalin A (Con A)-stimulated splenocytes, an in vitro bioassay for 'Yin-nourishment', and myocardial ATP generation capacity, an ex vivo bioassay for 'Yang-invigoration', wer",Life sciences,"Kai Ming Siu, Duncan H F Mak, P Y Chiu, Michel K T Poon, Y Du, Kam Ming Ko","Department of Biochemistry, The Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong SAR, China.",2004 Dec; 76(4):385-95,10.1016/j.lfs.2004.07.014,NULL
21198539,20110501,article,"xref,mesh","Cells, Cultured,Cordyceps,DNA,DNA Damage,Fibroblasts,Foreskin,Humans,Male,Mycelium,Polysaccharides,Pyrimidine Dimers,Radiation-Protective Agents,Ultraviolet Rays","adverse effects,analysis,chemistry,cytology,pharmacology,radiation effects","D004247 Q000528 NN,D005347 Q000528 NY,D005347 Q000737 NN,D011134 Q000494 NY,D011740 Q000032 NN,D011837 Q000494 NY,D014466 Q000009 NY,D032661 Q000737 NY,D052816 Q000166 NN","9260,44135672",127700914,Photoprotective potential of Cordyceps polysaccharides against ultraviolet B radiation-induced DNA damage to human skin cells,"BACKGROUND: Ultraviolet (UV) radiation causes DNA damage resulting in photoageing and skin cancer. UVB (290-320 nm) interacts directly with DNA, inducing two major photoproducts: cyclobutane-pyrimidine dimers (CPDs) and (6-4) pyrimidine-pyrimidone photoproducts. Cordyceps sinensis (Berk.) Sacc. is a medicinal fungus with reported anticancer and cytoprotective effects. OBJECTIVES: To investigate genoprotective effects of polysaccharide-rich Cordyceps mycelial components against UVB-induced damage in normal h",The British journal of dermatology,"W C Wong, J Y Wu, I F F Benzie","Department of Health Technology & Informatics, The Hong Kong Polytechnic University, Kowloon, Hong Kong, China.",2011 May; 164(5):980-6,10.1111/j.1365-2133.2010.10201.x,NULL
21277968,20110412,article,"xref,mesh","Animals,Blotting, Western,Cell Line,Colitis,Cordyceps,Dextran Sulfate,Inflammation Mediators,Macrophages,Mast Cells,Mice,Mice, Inbred BALB C,Nitric Oxide,Nitric Oxide Synthase Type II,Plant Extracts,RNA, Messenger,Reverse Transcriptase Polymerase Chain Reaction,Tumor Necrosis Factor-alpha","biosynthesis,chemically induced,chemistry,drug effects,enzymology,genetics,metabolism,pharmacology,prevention & control,toxicity","D003092 Q000139 NN,D003092 Q000378 NN,D003092 Q000517 NY,D008264 Q000187 NY,D008264 Q000201 NN,D008264 Q000378 NN,D008407 Q000187 NY,D008407 Q000378 NN,D009569 Q000096 NN,D010936 Q000494 NY,D012333 Q000235 NN,D014409 Q000096 NN,D016264 Q000633 NY,D018836 Q000378 NY,D032661 Q000737 NY,D052247 Q000096 NN","7242,145068",129156184,Cordyceps militaris extract suppresses dextran sodium sulfate-induced acute colitis in mice and production of inflammatory mediators from macrophages and mast cells,"ETHNOPHARMACOLOGICAL RELEVANCE: Cordyceps militaris is a well-known medicinal mushroom used for treatment of asthma, and other bronchial and lung inflammatory diseases. AIM OF THE STUDY: To investigate the anti-inflammatory effects and mechanism of Cordyceps militaris extract on a murine model of acute colitis. MATERIALS AND METHODS: We induced colitis using DSS for 1 week. The disease activity index (DAI) took into account body weight loss, diarrhea, and bleeding. Colon length and crypt length were measure",Journal of ethnopharmacology,"Eun Su Han, Joo Yeon Oh, Hye-Jin Park","Department of Bioscience and Biotechnology, Konkuk University, 1 Hwayang-dong, Kwangjin-gu, Seoul 143-701, Republic of Korea.",2011 Apr; 134(3):703-10,10.1016/j.jep.2011.01.022,NULL
